id,title,difficulty,related_topics,acceptance_rate,url,rating,asked_by_faang
757,Set Intersection Size At Least Two,Hard,Greedy,42.5,https://leetcode.com/problems/set-intersection-size-at-least-two,89,0
758,Bold Words in String,Easy,String,47.5,https://leetcode.com/problems/bold-words-in-string,65,1
759,Employee Free Time,Hard,"Heap,Greedy",68.5,https://leetcode.com/problems/employee-free-time,94,1
760,Find Anagram Mappings,Easy,Hash Table,81.9,https://leetcode.com/problems/find-anagram-mappings,70,1
761,Special Binary String,Hard,"String,Recursion",58.7,https://leetcode.com/problems/special-binary-string,75,0
762,Prime Number of Set Bits in Binary Representation,Easy,Bit Manipulation,64.6,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation,44,1
763,Partition Labels,Medium,"Two Pointers,Greedy",78.1,https://leetcode.com/problems/partition-labels,96,1
764,Largest Plus Sign,Medium,Dynamic Programming,46.6,https://leetcode.com/problems/largest-plus-sign,83,1
765,Couples Holding Hands,Hard,"Greedy,Union Find,Graph",55.6,https://leetcode.com/problems/couples-holding-hands,94,1
766,Toeplitz Matrix,Easy,Array,65.9,https://leetcode.com/problems/toeplitz-matrix,94,1
767,Reorganize String,Medium,"String,Heap,Greedy,Sort",50.3,https://leetcode.com/problems/reorganize-string,95,1
768,Max Chunks To Make Sorted II,Hard,Array,49.8,https://leetcode.com/problems/max-chunks-to-make-sorted-ii,96,1
769,Max Chunks To Make Sorted,Medium,Array,55.9,https://leetcode.com/problems/max-chunks-to-make-sorted,88,1
770,Basic Calculator IV,Hard,"Hash Table,String,Stack",54.4,https://leetcode.com/problems/basic-calculator-iv,10,0
771,Jewels and Stones,Easy,Hash Table,87.0,https://leetcode.com/problems/jewels-and-stones,86,1
772,Basic Calculator III,Hard,"String,Stack",44.0,https://leetcode.com/problems/basic-calculator-iii,73,1
773,Sliding Puzzle,Hard,Breadth-first Search,61.2,https://leetcode.com/problems/sliding-puzzle,97,1
774,Minimize Max Distance to Gas Station,Hard,Binary Search,48.6,https://leetcode.com/problems/minimize-max-distance-to-gas-station,87,1
775,Global and Local Inversions,Medium,"Array,Math",46.3,https://leetcode.com/problems/global-and-local-inversions,75,0
776,Split BST,Medium,"Tree,Recursion",56.7,https://leetcode.com/problems/split-bst,92,1
777,Swap Adjacent in LR String,Medium,Brainteaser,35.7,https://leetcode.com/problems/swap-adjacent-in-lr-string,51,1
778,Swim in Rising Water,Hard,"Binary Search,Heap,Depth-first Search,Union Find",54.9,https://leetcode.com/problems/swim-in-rising-water,93,1
779,K-th Symbol in Grammar,Medium,Recursion,38.8,https://leetcode.com/problems/k-th-symbol-in-grammar,81,1
780,Reaching Points,Hard,Math,30.4,https://leetcode.com/problems/reaching-points,85,0
781,Rabbits in Forest,Medium,"Hash Table,Math",55.8,https://leetcode.com/problems/rabbits-in-forest,52,0
782,Transform to Chessboard,Hard,"Array,Math",47.0,https://leetcode.com/problems/transform-to-chessboard,50,1
783,Minimum Distance Between BST Nodes,Easy,"Tree,Depth-first Search,Recursion",54.2,https://leetcode.com/problems/minimum-distance-between-bst-nodes,80,1
784,Letter Case Permutation,Medium,"Backtracking,Bit Manipulation",68.7,https://leetcode.com/problems/letter-case-permutation,94,1
785,Is Graph Bipartite?,Medium,"Depth-first Search,Breadth-first Search,Graph",48.7,https://leetcode.com/problems/is-graph-bipartite,92,1
786,K-th Smallest Prime Fraction,Hard,"Binary Search,Heap",43.3,https://leetcode.com/problems/k-th-smallest-prime-fraction,95,0
787,Cheapest Flights Within K Stops,Medium,"Dynamic Programming,Heap,Breadth-first Search",39.7,https://leetcode.com/problems/cheapest-flights-within-k-stops,97,1
788,Rotated Digits,Easy,String,57.5,https://leetcode.com/problems/rotated-digits,23,1
789,Escape The Ghosts,Medium,Math,58.6,https://leetcode.com/problems/escape-the-ghosts,38,1
790,Domino and Tromino Tiling,Medium,Dynamic Programming,40.2,https://leetcode.com/problems/domino-and-tromino-tiling,65,1
791,Custom Sort String,Medium,String,65.9,https://leetcode.com/problems/custom-sort-string,82,1
792,Number of Matching Subsequences,Medium,Array,48.3,https://leetcode.com/problems/number-of-matching-subsequences,94,1
793,Preimage Size of Factorial Zeroes Function,Hard,Binary Search,40.6,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function,78,0
794,Valid Tic-Tac-Toe State,Medium,"Math,Recursion",34.0,https://leetcode.com/problems/valid-tic-tac-toe-state,26,1
795,Number of Subarrays with Bounded Maximum,Medium,Array,47.9,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum,94,0
797,All Paths From Source to Target,Medium,"Backtracking,Depth-first Search,Graph",78.6,https://leetcode.com/problems/all-paths-from-source-to-target,95,1
799,Champagne Tower,Medium,Dynamic Programming,44.1,https://leetcode.com/problems/champagne-tower,93,0
800,Similar RGB Color,Easy,"Math,String",62.5,https://leetcode.com/problems/similar-rgb-color,13,1
801,Minimum Swaps To Make Sequences Increasing,Medium,Dynamic Programming,39.0,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing,93,0
802,Find Eventual Safe States,Medium,"Depth-first Search,Graph",50.0,https://leetcode.com/problems/find-eventual-safe-states,84,1
803,Bricks Falling When Hit,Hard,Union Find,31.8,https://leetcode.com/problems/bricks-falling-when-hit,78,1
805,Split Array With Same Average,Hard,Math,26.9,https://leetcode.com/problems/split-array-with-same-average,84,1
808,Soup Servings,Medium,Dynamic Programming,41.1,https://leetcode.com/problems/soup-servings,24,1
809,Expressive Words,Medium,String,46.4,https://leetcode.com/problems/expressive-words,29,1
810,Chalkboard XOR Game,Hard,Math,50.2,https://leetcode.com/problems/chalkboard-xor-game,29,0
811,Subdomain Visit Count,Easy,Hash Table,71.7,https://leetcode.com/problems/subdomain-visit-count,45,0
812,Largest Triangle Area,Easy,Math,59.1,https://leetcode.com/problems/largest-triangle-area,18,1
813,Largest Sum of Averages,Medium,Dynamic Programming,51.2,https://leetcode.com/problems/largest-sum-of-averages,96,1
814,Binary Tree Pruning,Medium,Tree,72.1,https://leetcode.com/problems/binary-tree-pruning,96,1
815,Bus Routes,Hard,Breadth-first Search,43.6,https://leetcode.com/problems/bus-routes,97,1
816,Ambiguous Coordinates,Medium,String,48.2,https://leetcode.com/problems/ambiguous-coordinates,35,1
817,Linked List Components,Medium,Linked List,57.8,https://leetcode.com/problems/linked-list-components,27,1
818,Race Car,Hard,"Dynamic Programming,Heap",40.3,https://leetcode.com/problems/race-car,90,1
819,Most Common Word,Easy,String,45.5,https://leetcode.com/problems/most-common-word,31,1
824,Goat Latin,Easy,String,66.9,https://leetcode.com/problems/goat-latin,35,1
825,Friends Of Appropriate Ages,Medium,Array,44.3,https://leetcode.com/problems/friends-of-appropriate-ages,33,1
826,Most Profit Assigning Work,Medium,Two Pointers,39.3,https://leetcode.com/problems/most-profit-assigning-work,86,1
827,Making A Large Island,Hard,"Depth-first Search,Breadth-first Search",47.3,https://leetcode.com/problems/making-a-large-island,97,1
828,Count Unique Characters of All Substrings of a Given String,Hard,Two Pointers,46.9,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string,91,0
829,Consecutive Numbers Sum,Hard,Math,39.3,https://leetcode.com/problems/consecutive-numbers-sum,44,1
830,Positions of Large Groups,Easy,Array,50.5,https://leetcode.com/problems/positions-of-large-groups,82,1
831,Masking Personal Information,Medium,String,44.8,https://leetcode.com/problems/masking-personal-information,21,0
832,Flipping an Image,Easy,Array,78.3,https://leetcode.com/problems/flipping-an-image,88,1
833,Find And Replace in String,Medium,String,51.5,https://leetcode.com/problems/find-and-replace-in-string,46,1
834,Sum of Distances in Tree,Hard,"Tree,Depth-first Search",46.5,https://leetcode.com/problems/sum-of-distances-in-tree,96,1
835,Image Overlap,Medium,Array,61.7,https://leetcode.com/problems/image-overlap,43,1
836,Rectangle Overlap,Easy,Math,43.7,https://leetcode.com/problems/rectangle-overlap,78,1
837,New 21 Game,Medium,Dynamic Programming,35.4,https://leetcode.com/problems/new-21-game,63,1
838,Push Dominoes,Medium,"Two Pointers,Dynamic Programming",50.0,https://leetcode.com/problems/push-dominoes,91,1
839,Similar String Groups,Hard,"Depth-first Search,Union Find,Graph",41.6,https://leetcode.com/problems/similar-string-groups,78,1
840,Magic Squares In Grid,Medium,Array,37.9,https://leetcode.com/problems/magic-squares-in-grid,12,1
841,Keys and Rooms,Medium,"Depth-first Search,Graph",66.4,https://leetcode.com/problems/keys-and-rooms,93,1
842,Split Array into Fibonacci Sequence,Medium,"String,Backtracking,Greedy",37.0,https://leetcode.com/problems/split-array-into-fibonacci-sequence,75,1
843,Guess the Word,Hard,Minimax,46.4,https://leetcode.com/problems/guess-the-word,50,1
844,Backspace String Compare,Easy,"Two Pointers,Stack",47.2,https://leetcode.com/problems/backspace-string-compare,95,1
845,Longest Mountain in Array,Medium,Two Pointers,38.7,https://leetcode.com/problems/longest-mountain-in-array,96,1
846,Hand of Straights,Medium,Ordered Map,55.5,https://leetcode.com/problems/hand-of-straights,91,1
847,Shortest Path Visiting All Nodes,Hard,"Dynamic Programming,Breadth-first Search",54.1,https://leetcode.com/problems/shortest-path-visiting-all-nodes,90,1
849,Maximize Distance to Closest Person,Medium,Array,44.5,https://leetcode.com/problems/maximize-distance-to-closest-person,91,1
850,Rectangle Area II,Hard,"Segment Tree,Line Sweep",48.4,https://leetcode.com/problems/rectangle-area-ii,93,0
851,Loud and Rich,Medium,Depth-first Search,52.9,https://leetcode.com/problems/loud-and-rich,49,1
852,Peak Index in a Mountain Array,Easy,Binary Search,71.8,https://leetcode.com/problems/peak-index-in-a-mountain-array,43,0
853,Car Fleet,Medium,Sort,44.3,https://leetcode.com/problems/car-fleet,71,1
854,K-Similar Strings,Hard,"Breadth-first Search,Graph",38.8,https://leetcode.com/problems/k-similar-strings,93,1
855,Exam Room,Medium,Ordered Map,43.5,https://leetcode.com/problems/exam-room,71,1
856,Score of Parentheses,Medium,"String,Stack",64.9,https://leetcode.com/problems/score-of-parentheses,97,1
857,Minimum Cost to Hire K Workers,Hard,Heap,50.5,https://leetcode.com/problems/minimum-cost-to-hire-k-workers,89,1
858,Mirror Reflection,Medium,Math,59.7,https://leetcode.com/problems/mirror-reflection,33,1
859,Buddy Strings,Easy,String,29.1,https://leetcode.com/problems/buddy-strings,58,1
860,Lemonade Change,Easy,Greedy,51.9,https://leetcode.com/problems/lemonade-change,90,0
861,Score After Flipping Matrix,Medium,Greedy,73.8,https://leetcode.com/problems/score-after-flipping-matrix,82,1
862,Shortest Subarray with Sum at Least K,Hard,"Binary Search,Queue",25.3,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,98,0
863,All Nodes Distance K in Binary Tree,Medium,"Tree,Depth-first Search,Breadth-first Search",58.2,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,98,1
864,Shortest Path to Get All Keys,Hard,"Heap,Breadth-first Search",42.4,https://leetcode.com/problems/shortest-path-to-get-all-keys,97,0
865,Smallest Subtree with all the Deepest Nodes,Medium,"Tree,Depth-first Search,Breadth-first Search,Recursion",65.0,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,81,1
866,Prime Palindrome,Medium,Math,25.0,https://leetcode.com/problems/prime-palindrome,28,1
867,Transpose Matrix,Easy,Array,62.0,https://leetcode.com/problems/transpose-matrix,65,1
868,Binary Gap,Easy,Math,61.0,https://leetcode.com/problems/binary-gap,34,0
870,Advantage Shuffle,Medium,"Array,Greedy",50.7,https://leetcode.com/problems/advantage-shuffle,94,1
871,Minimum Number of Refueling Stops,Hard,"Dynamic Programming,Heap",32.4,https://leetcode.com/problems/minimum-number-of-refueling-stops,98,1
872,Leaf-Similar Trees,Easy,"Tree,Depth-first Search",64.5,https://leetcode.com/problems/leaf-similar-trees,96,1
873,Length of Longest Fibonacci Subsequence,Medium,"Array,Dynamic Programming",48.2,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,96,1
874,Walking Robot Simulation,Easy,Greedy,36.7,https://leetcode.com/problems/walking-robot-simulation,19,0
875,Koko Eating Bananas,Medium,Binary Search,53.5,https://leetcode.com/problems/koko-eating-bananas,94,1
876,Middle of the Linked List,Easy,Linked List,69.2,https://leetcode.com/problems/middle-of-the-linked-list,97,0
877,Stone Game,Medium,"Math,Dynamic Programming,Minimax",67.1,https://leetcode.com/problems/stone-game,45,1
879,Profitable Schemes,Hard,Dynamic Programming,39.9,https://leetcode.com/problems/profitable-schemes,90,1
880,Decoded String at Index,Medium,Stack,28.2,https://leetcode.com/problems/decoded-string-at-index,85,1
881,Boats to Save People,Medium,"Two Pointers,Greedy",49.1,https://leetcode.com/problems/boats-to-save-people,96,0
882,Reachable Nodes In Subdivided Graph,Hard,"Heap,Breadth-first Search",43.1,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph,54,1
884,Uncommon Words from Two Sentences,Easy,Hash Table,64.2,https://leetcode.com/problems/uncommon-words-from-two-sentences,85,1
885,Spiral Matrix III,Medium,Math,71.1,https://leetcode.com/problems/spiral-matrix-iii,45,1
886,Possible Bipartition,Medium,"Depth-first Search,Graph",45.3,https://leetcode.com/problems/possible-bipartition,97,1
887,Super Egg Drop,Hard,"Math,Binary Search,Dynamic Programming",27.0,https://leetcode.com/problems/super-egg-drop,93,1
888,Fair Candy Swap,Easy,Array,59.1,https://leetcode.com/problems/fair-candy-swap,82,0
889,Construct Binary Tree from Preorder and Postorder Traversal,Medium,Tree,67.8,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal,95,1
890,Find and Replace Pattern,Medium,String,74.2,https://leetcode.com/problems/find-and-replace-pattern,92,0
891,Sum of Subsequence Widths,Hard,"Array,Math",33.1,https://leetcode.com/problems/sum-of-subsequence-widths,74,0
893,Groups of Special-Equivalent Strings,Easy,String,69.6,https://leetcode.com/problems/groups-of-special-equivalent-strings,21,1
894,All Possible Full Binary Trees,Medium,"Tree,Recursion",77.3,https://leetcode.com/problems/all-possible-full-binary-trees,92,1
895,Maximum Frequency Stack,Hard,"Hash Table,Stack",63.2,https://leetcode.com/problems/maximum-frequency-stack,98,1
896,Monotonic Array,Easy,Array,57.9,https://leetcode.com/problems/monotonic-array,96,1
897,Increasing Order Search Tree,Easy,"Tree,Depth-first Search,Recursion",74.6,https://leetcode.com/problems/increasing-order-search-tree,72,1
898,Bitwise ORs of Subarrays,Medium,"Dynamic Programming,Bit Manipulation",34.4,https://leetcode.com/problems/bitwise-ors-of-subarrays,83,1
899,Orderly Queue,Hard,"Math,String",53.4,https://leetcode.com/problems/orderly-queue,53,1
900,RLE Iterator,Medium,Array,55.6,https://leetcode.com/problems/rle-iterator,77,1
901,Online Stock Span,Medium,Stack,61.5,https://leetcode.com/problems/online-stock-span,90,1
902,Numbers At Most N Given Digit Set,Hard,"Math,Dynamic Programming",36.1,https://leetcode.com/problems/numbers-at-most-n-given-digit-set,88,1
904,Fruit Into Baskets,Medium,Two Pointers,43.0,https://leetcode.com/problems/fruit-into-baskets,41,1
905,Sort Array By Parity,Easy,Array,75.0,https://leetcode.com/problems/sort-array-by-parity,95,0
906,Super Palindromes,Hard,Math,32.7,https://leetcode.com/problems/super-palindromes,36,1
907,Sum of Subarray Minimums,Medium,"Array,Stack",33.1,https://leetcode.com/problems/sum-of-subarray-minimums,94,1
908,Smallest Range I,Easy,Math,66.4,https://leetcode.com/problems/smallest-range-i,19,0
909,Snakes and Ladders,Medium,Breadth-first Search,39.3,https://leetcode.com/problems/snakes-and-ladders,34,1
910,Smallest Range II,Medium,"Math,Greedy",31.2,https://leetcode.com/problems/smallest-range-ii,70,0
911,Online Election,Medium,Binary Search,51.4,https://leetcode.com/problems/online-election,54,1
913,Cat and Mouse,Hard,"Breadth-first Search,Minimax",34.8,https://leetcode.com/problems/cat-and-mouse,83,1
914,X of a Kind in a Deck of Cards,Easy,"Array,Math",34.0,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards,79,1
915,Partition Array into Disjoint Intervals,Medium,Array,46.4,https://leetcode.com/problems/partition-array-into-disjoint-intervals,93,0
916,Word Subsets,Medium,String,52.8,https://leetcode.com/problems/word-subsets,87,1
917,Reverse Only Letters,Easy,String,59.4,https://leetcode.com/problems/reverse-only-letters,95,1
918,Maximum Sum Circular Subarray,Medium,Array,34.3,https://leetcode.com/problems/maximum-sum-circular-subarray,96,1
